candidate_id,category,subcategory,task_summary,skills
C_bfe3cf21741a780e5e4b26b7,,,"{
  ""category"": ""Интерактивное искусство и развлечения"",
  ""subcategory"": ""3D-графика и анимация"",
  ""skills"": [
    ""моделирование"",
    ""скulptинг"",
    ""текстурирование"",
    ""подготовка ассетов"",
    ""обучение""
  ]",
C_de218ee106d4f475b0b8ae06,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Правовая помощь и оценка имущества"",
  ""skills"": [
    ""консультации по налоговым вопросам"",
    ""подготовка юридических документов"",
    ""оценка имущества"",
    ""судебные экспертизы"",
    ""регистрация �",
C_8571751d54cee74051770968,Художественное творчество,Интерьерный дизайн,,"['абстрактная живопись', 'интерьерные картины', 'сувенирная продукция']"
C_62cd1b90e8fe80d712f8038d,Красота и здоровье,Маникюр и педикюр,,"['наращивание ногтей', 'дизайн ногтей', 'инструктаж по маникюру', 'работа с гель-лаком']"
C_51d0dfee799417cd5916cae5,,,"{
  ""category"": ""Физиотерапия"",
  ""subcategory"": ""Массажист"",
  ""skills"": [
    ""классический массаж"",
    ""оздоровительный массаж"",
    ""абдоминальный массаж"",
    ""работа с беременными"",
    ""физиотерапия"",
    ""иглор",
C_96724966bcbd3c1f3ea4e4e7,ИТ-поддержка,Мастер по ремонту компьютеров,,"['ремонт компьютеров', 'апгрейд ПК', 'установка ОС', 'удаленная поддержка']"
C_a59af0e21fd1d1b8ea88868f,Иллюстрация,Коммерческая иллюстрация,,"['иллюстрации', 'персонализированные рисунки', 'работа с фотографиями']"
C_16247750be05b8a67c2338a2,IT-разработка,Автоматизация процессов,,"['разработка ИИ-агентов', 'обработка звонков', 'интеграция с календарями', 'техническая поддержка']"
C_4ce0cb14c5c0b3c29d83c424,Юридические услуги,Жилищное право,,"['подготовка документов', 'анализ документов', 'оформление технических планов', 'перепланировки']"
C_197de3f718f0f064d073517c,Строительство,Архитектура и дизайн интерьеров,,"['согласование вывесок', 'проектирование', 'административное сопровождение']"
C_5aa6f8c870e98a708876d878,,,"{
  ""category"": ""Маркетинг и продвижение"",
  ""subcategory"": ""PR и контент-маркетинг"",
  ""skills"": [
    ""стратегии PR"",
    ""контент-маркетинг"",
    ""генерация клиентов"",
    ""стратегическое планирование"",
    ""онлайн-взаимод",
